ICD code,ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
017.51,24,01751,TB of thyroid-no exam,"Tuberculosis of thyroid gland, bacteriological or histological examination not done"
017.52,25,01752,TB of thyroid-exam unkn,"Tuberculosis of thyroid gland, bacteriological or histological examination unknown (at present)"
017.53,26,01753,TB of thyroid-micro dx,"Tuberculosis of thyroid gland, tubercle bacilli found (in sputum) by microscopy"
017.54,27,01754,TB of thyroid-cult dx,"Tuberculosis of thyroid gland, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
017.55,28,01755,TB of thyroid-histo dx,"Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
017.56,29,01756,TB of thyroid-oth test,"Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
017.60,30,01760,TB of adrenal-unspec,"Tuberculosis of adrenal glands, unspecified"
017.61,31,01761,TB of adrenal-no exam,"Tuberculosis of adrenal glands, bacteriological or histological examination not done"
017.62,32,01762,TB of adrenal-exam unkn,"Tuberculosis of adrenal glands, bacteriological or histological examination unknown (at present)"
017.63,33,01763,TB of adrenal-micro dx,"Tuberculosis of adrenal glands, tubercle bacilli found (in sputum) by microscopy"
017.64,34,01764,TB of adrenal-cult dx,"Tuberculosis of adrenal glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
017.65,35,01765,TB of adrenal-histo dx,"Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
017.66,36,01766,TB of adrenal-oth test,"Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
017.70,37,01770,TB of spleen-unspec,"Tuberculosis of spleen, unspecified"
017.71,38,01771,TB of spleen-no exam,"Tuberculosis of spleen, bacteriological or histological examination not done"
017.72,39,01772,TB of spleen-exam unkn,"Tuberculosis of spleen, bacteriological or histological examination unknown (at present)"
017.73,40,01773,TB of spleen-micro dx,"Tuberculosis of spleen, tubercle bacilli found (in sputum) by microscopy"
017.74,41,01774,TB of spleen-cult dx,"Tuberculosis of spleen, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
017.75,42,01775,TB of spleen-histo dx,"Tuberculosis of spleen, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
017.76,43,01776,TB of spleen-oth test,"Tuberculosis of spleen, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
017.80,44,01780,TB esophagus-unspec,"Tuberculosis of esophagus, unspecified"
017.81,45,01781,TB esophagus-no exam,"Tuberculosis of esophagus, bacteriological or histological examination not done"
017.82,46,01782,TB esophagus-exam unkn,"Tuberculosis of esophagus, bacteriological or histological examination unknown (at present)"
017.83,47,01783,TB esophagus-micro dx,"Tuberculosis of esophagus, tubercle bacilli found (in sputum) by microscopy"
017.84,48,01784,TB esophagus-cult dx,"Tuberculosis of esophagus, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
017.85,49,01785,TB esophagus-histo dx,"Tuberculosis of esophagus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
017.86,50,01786,TB esophagus-oth test,"Tuberculosis of esophagus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
017.90,51,01790,TB of organ NEC-unspec,"Tuberculosis of other specified organs, unspecified"
017.91,52,01791,TB of organ NEC-no exam,"Tuberculosis of other specified organs, bacteriological or histological examination not done"
006.3,53,0063,Amebic liver abscess,Amebic liver abscess
006.4,54,0064,Amebic lung abscess,Amebic lung abscess
006.5,55,0065,Amebic brain abscess,Amebic brain abscess
006.6,56,0066,Amebic skin ulceration,Amebic skin ulceration
006.8,57,0068,Amebic infection NEC,Amebic infection of other sites
006.9,58,0069,Amebiasis NOS,"Amebiasis, unspecified"
007.0,59,0070,Balantidiasis,Balantidiasis
007.1,60,0071,Giardiasis,Giardiasis
007.2,61,0072,Coccidiosis,Coccidiosis
007.3,62,0073,Intest trichomoniasis,Intestinal trichomoniasis
007.4,63,0074,Cryptosporidiosis,Cryptosporidiosis
007.5,64,0075,Cyclosporiasis,Cyclosporiasis
007.8,65,0078,Protozoal intest dis NEC,Other specified protozoal intestinal diseases
007.9,66,0079,Protozoal intest dis NOS,Unspecified protozoal intestinal disease
008.00,67,00800,Intest infec e coli NOS,"Intestinal infection due to E. coli, unspecified"
008.01,68,00801,Int inf e coli entrpath,Intestinal infection due to enteropathogenic E. coli
008.02,69,00802,Int inf e coli entrtoxgn,Intestinal infection due to enterotoxigenic E. coli
008.03,70,00803,Int inf e coli entrnvsv,Intestinal infection due to enteroinvasive E. coli
008.04,71,00804,Int inf e coli entrhmrg,Intestinal infection due to enterohemorrhagic E. coli
008.09,72,00809,Int inf e coli spcf NEC,Intestinal infection due to other intestinal E. coli infections
008.1,73,0081,Arizona enteritis,Intestinal infection due to arizona group of paracolon bacilli
008.2,74,0082,Aerobacter enteritis,Intestinal infection due to aerobacter aerogenes
008.3,75,0083,Proteus enteritis,Intestinal infection due to proteus (mirabilis) (morganii)
008.41,76,00841,Staphylococc enteritis,Intestinal infection due to staphylococcus
008.42,77,00842,Pseudomonas enteritis,Intestinal infection due to pseudomonas
008.43,78,00843,Int infec campylobacter,Intestinal infection due to campylobacter
008.44,79,00844,Int inf yrsnia entrcltca,Intestinal infection due to yersinia enterocolitica
008.45,80,00845,Int inf clstrdium dfcile,Intestinal infection due to Clostridium difficile
008.46,81,00846,Intes infec oth anerobes,Intestinal infection due to other anaerobes
008.47,82,00847,Int inf oth grm neg bctr,Intestinal infection due to other gram-negative bacteria
008.49,83,00849,Bacterial enteritis NEC,Intestinal infection due to other organisms
008.5,84,0085,Bacterial enteritis NOS,"Bacterial enteritis, unspecified"
008.61,85,00861,Intes infec rotavirus,Enteritis due to rotavirus
008.62,86,00862,Intes infec adenovirus,Enteritis due to adenovirus
008.63,87,00863,Int inf norwalk virus,Enteritis due to norwalk virus
008.64,88,00864,Int inf oth sml rnd vrus,Enteritis due to other small round viruses [SRV's]
008.65,89,00865,Enteritis d/t calicivirs,Enteritis due to calicivirus
008.66,90,00866,Intes infec astrovirus,Enteritis due to astrovirus
008.67,91,00867,Int inf enterovirus NEC,Enteritis due to enterovirus nec
008.69,92,00869,Other viral intes infec,Enteritis due to other viral enteritis
008.8,93,0088,Viral enteritis NOS,"Intestinal infection due to other organism, not elsewhere classified"
009.0,94,0090,Infectious enteritis NOS,"Infectious colitis, enteritis, and gastroenteritis"
009.1,95,0091,Enteritis of infect orig,"Colitis, enteritis, and gastroenteritis of presumed infectious origin"
009.2,96,0092,Infectious diarrhea NOS,Infectious diarrhea
009.3,97,0093,Diarrhea of infect orig,Diarrhea of presumed infectious origin
010.00,98,01000,Prim TB complex-unspec,"Primary tuberculous infection, unspecified"
010.01,99,01001,Prim TB complex-no exam,"Primary tuberculous infection, bacteriological or histological examination not done"
010.02,100,01002,Prim TB complex-exm unkn,"Primary tuberculous infection, bacteriological or histological examination unknown (at present)"
010.03,101,01003,Prim TB complex-micro dx,"Primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy"
010.04,102,01004,Prim TB complex-cult dx,"Primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
010.05,103,01005,Prim TB complex-histo dx,"Primary tuberculous infection, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
010.06,104,01006,Prim TB complex-oth test,"Primary tuberculous infection, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
010.10,105,01010,Prim TB pleurisy-unspec,"Tuberculous pleurisy in primary progressive tuberculosis, unspecified"
010.11,106,01011,Prim TB pleurisy-no exam,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done"
010.12,107,01012,Prim TB pleur-exam unkn,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
010.13,108,01013,Prim TB pleuris-micro dx,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
010.14,109,01014,Prim TB pleurisy-cult dx,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
010.15,110,01015,Prim TB pleuris-histo dx,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
010.16,111,01016,Prim TB pleuris-oth test,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
010.80,112,01080,Prim prog TB NEC-unspec,"Other primary progressive tuberculosis, unspecified"
010.81,113,01081,Prim prog TB NEC-no exam,"Other primary progressive tuberculosis, bacteriological or histological examination not done"
010.82,114,01082,Prim pr TB NEC-exam unkn,"Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
010.83,115,01083,Prim prg TB NEC-micro dx,"Other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
010.84,116,01084,Prim prog TB NEC-cult dx,"Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
010.85,117,01085,Prim prg TB NEC-histo dx,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
010.86,118,01086,Prim prg TB NEC-oth test,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
010.90,119,01090,Primary TB NOS-unspec,"Primary tuberculous infection, unspecified, unspecified"
010.91,120,01091,Primary TB NOS-no exam,"Primary tuberculous infection, unspecified, bacteriological or histological examination not done"
010.92,121,01092,Primary TB NOS-exam unkn,"Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)"
010.93,122,01093,Primary TB NOS-micro dx,"Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy"
010.94,123,01094,Primary TB NOS-cult dx,"Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
010.95,124,01095,Primary TB NOS-histo dx,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
010.96,125,01096,Primary TB NOS-oth test,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
011.00,126,01100,TB lung infiltr-unspec,"Tuberculosis of lung, infiltrative, unspecified"
011.01,127,01101,TB lung infiltr-no exam,"Tuberculosis of lung, infiltrative, bacteriological or histological examination not done"
011.02,128,01102,TB lung infiltr-exm unkn,"Tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)"
011.03,129,01103,TB lung infiltr-micro dx,"Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy"
011.04,130,01104,TB lung infiltr-cult dx,"Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
011.05,131,01105,TB lung infiltr-histo dx,"Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
011.06,132,01106,TB lung infiltr-oth test,"Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
011.10,133,01110,TB lung nodular-unspec,"Tuberculosis of lung, nodular, unspecified"
011.11,134,01111,TB lung nodular-no exam,"Tuberculosis of lung, nodular, bacteriological or histological examination not done"
011.12,135,01112,TB lung nodul-exam unkn,"Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)"
011.13,136,01113,TB lung nodular-micro dx,"Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy"
